,strikes,date,village,region,year,leaders-killed,leader-names,leader-description,militants-killed-low,militants-killed-high,militants-killed-avg,unknown-killed-low,unknown-killed-high,unknown-killed-avg,civilians-killed-low,civilians-killed-high,civilians-killed-avg,total-killed-low,total-killed-high,total-killed-avg,president (US),target-type,target-organization,target-group,target-latitude,target-longitude,province
366,1,2014-06-11,dargah mandi,north waziristan,2014,0,none,none,3,6,4,0,0,0,0,0,0,3,6,4,obama,compound,islamic movement of uzbekistan,5. islamic movement of uzbekistan,32.97201981,70.07080075,federally administered tribal areas
367,1,2014-06-12,miramshah,north waziristan,2014,0,none,none,10,10,10,0,0,0,0,0,0,10,10,10,obama,compound,haqqani network,4. haqqani network,32.99736246,70.07629391,balochistan
368,1,2014-06-18,dandey darpakhel,north waziristan,2014,0,none,none,4,5,4,0,0,0,0,0,0,4,5,4,obama,compound,haqqani network,4. haqqani network,32.96049802,69.98016354,federally administered tribal areas
369,1,2014-07-10,datta khel,north waziristan,2014,3,"fayez awda al khalidi, taj al makki, abu abdurahman al kuwaiti","all three were mid-level al qaeda commanders, three other al qaeda operatives were killed but were not named.",6,6,6,0,0,0,0,0,0,6,6,6,obama,house and vehicle,al-qaeda,3. al-qaeda,33.0792263,69.91836544,federally administered tribal areas
370,1,2014-07-16,datta khel,north waziristan,2014,0,none,none,15,20,17,0,0,0,0,0,0,15,20,17,obama,compound,unclear,7. unclear,33.05949283,69.9176788,federally administered tribal areas
371,1,2014-07-19,datta khel,north waziristan,2014,0,none,none,11,15,13,0,0,0,0,0,0,11,15,13,obama,compound,unclear,7. unclear,33.02613758,69.94514462,federally administered tribal areas
372,1,2014-08-06,datta khel,north waziristan,2014,0,none,none,5,6,5,0,0,0,0,0,0,5,6,5,obama,house,unclear,7. unclear,33.04090313,69.98428341,federally administered tribal areas
373,1,2014-09-24,datta khel,north waziristan,2014,0,none,none,5,10,7,0,0,0,0,0,0,5,10,7,obama,compound,unclear,7. unclear,33.04090313,69.98291012,federally administered tribal areas
374,1,2014-09-28,wana,south waziristan,2014,0,none,none,4,4,4,0,0,0,0,0,0,4,4,4,obama,vehicle,unclear,7. unclear,32.31963357,69.57092282,federally administered tribal areas
375,1,2014-10-05,shawal,south waziristan,2014,0,none,none,5,5,5,0,0,0,0,0,0,5,5,5,obama,house,unclear,unclear,32.99795289,69.90394589,federally administered tribal areas
376,1,2014-10-06,shawal,north waziristan,2014,0,none,none,8,8,8,0,0,0,0,0,0,8,8,8,obama,compound,taliban,1. taliban,32.09064163,69.45831295,federally administered tribal areas
377,1,2014-10-07,datta khel,north waziristan,2014,0,none,none,6,7,6,0,0,0,0,0,0,6,7,6,obama,house,unclear,7. unclear,32.94195895,69.803009,federally administered tribal areas
378,1,2014-10-07,datta khel,north waziristan,2014,0,none,none,3,4,3,0,0,0,0,0,0,3,4,3,obama,compound,taliban,1. taliban,32.96385443,69.81948849,federally administered tribal areas
379,1,2014-10-09,datta khel,north waziristan,2014,0,none,none,3,4,3,0,0,0,0,0,0,3,4,3,obama,vehicle,unclear,7. unclear,32.92426655,69.74395749,federally administered tribal areas
380,1,2014-10-11,shawal tehsil,north waziristan,2014,1,muhammad mustafa,"commander, pakistani taliban",4,4,4,0,0,0,0,0,0,4,4,4,obama,vehicle,taliban,1. taliban,32.78669718,69.71923825,federally administered tribal areas
381,1,2014-10-11,tirah valley,khyber pakhtunkhwa,2014,1,sheikh imran ali siddiqi,"senior member, al qaeda in the indian sub-contintent",4,4,4,0,0,0,0,0,0,4,4,4,obama,compound,al-qaeda,3. al-qaeda,33.7805579,70.6656106,federally administered tribal areas
382,1,2014-10-30,wana,south waziristan,2014,1,abdullah haqqani,"commander, haqqani network",4,7,5,0,0,0,0,0,0,4,7,5,obama,house,haqqani network,4. haqqani network,32.26332983,69.45281979,federally administered tribal areas
383,1,2014-11-11,datta khel,north waziristan,2014,0,none,none,6,6,6,0,0,0,0,0,0,6,6,6,obama,compound,unclear,7. unclear,32.90611606,69.74464413,federally administered tribal areas
384,1,2014-11-20,mada khel,north waziristan,2014,0,none,none,6,6,6,0,0,0,0,0,0,6,6,6,obama,house,taliban,1. taliban,32.90676122,69.75133892,federally administered tribal areas
385,1,2014-12-06,datta khel,north waziristan,2014,1,umar farooq,"commander, al qaeda in the indian sub-continent",4,6,5,0,0,0,0,0,0,4,6,5,obama,compound,al-qaeda,3. al-qaeda,32.96840141,69.8483276,federally administered tribal areas
386,1,2014-12-20,datta khel,north waziristan,2014,0,none,none,5,5,5,0,0,0,0,0,0,5,5,5,obama,building,taliban,1. taliban,32.94656185,69.81536862,federally administered tribal areas
387,1,2014-12-26,shawal valley,north waziristan,2014,0,none,none,7,9,8,0,0,0,0,0,0,7,9,8,obama,compound,taliban,1. taliban,33.00005289,69.92935177,federally administered tribal areas
388,1,2015-01-04,datta khel,north waziristan,2015,0,none,none,5,8,6,0,0,0,0,0,0,5,8,6,obama,compound,taliban,1. taliban,33.00178048,69.94239804,federally administered tribal areas
389,1,2015-01-15,tehsil ladha,south waziristan,2015,1,ahmed farouq,"deputy chief, al qaeda in the indian sub-continent - also an american",4,4,4,0,0,0,2,2,2,6,6,6,obama,compound,al-qaeda,3. al-qaeda,31.88016221,69.30587765,federally administered tribal areas
390,1,2015-01-29,"shawal valley, north waziristan",north waziristan,2015,0,none,none,6,7,6,0,0,0,0,0,0,6,7,6,obama,compound,unclear,7. unclear,32.75205508,69.57916256,federally administered tribal areas
391,1,2015-04-12,"shawal valley, north waziristan",federally administered tribal areas,2015,0,none,none,4,4,4,0,0,0,0,0,0,4,4,4,obama,house,taliban,1. taliban,32.615148,69.51023,federally administered tribal areas
392,1,2015-05-16,shawal,north waziristan,2015,0,none,none,3,5,4,0,0,0,0,0,0,3,5,4,obama,compound,unclear,7. unclear,32.614715,69.499587,federally administered tribal areas
393,1,2015-05-18,shawal,north waziristan,2015,0,none,none,5,5,5,0,0,0,0,0,0,5,5,5,obama,compound,taliban,1. taliban,32.614715,69.499587,federally administered tribal areas
394,1,2015-06-01,shawal,north waziristan,2015,0,none,none,4,4,4,0,0,0,0,0,0,4,4,4,obama,vehicle,unclear,7. unclear,32.6169196,69.4999301,federally administered tribal areas
395,1,2015-06-06,shawal,north waziristan,2015,0,none,none,7,9,8,0,0,0,0,0,0,7,9,8,obama,house,taliban,1. taliban,32.6169196,69.4999301,federally administered tribal areas
396,1,2015-08-06,datta khel,north waziristan,2015,0,none,none,4,7,5,0,0,0,0,0,0,4,7,5,obama,house,haqqani network,4. haqqani network,32.905929,69.748292,federally administered tribal areas
397,1,2015-09-01,datta khel,north waziristan,2015,0,none,none,5,6,5,0,0,0,0,0,0,5,6,5,obama,compound,unclear,7. unclear,32.9056139,69.7482919,federally administered tribal areas
398,1,2016-01-09,mangrooti,north waziristan,2016,1,maulana noor saeed,"commander, pakistani taliban",5,5,5,0,0,0,0,0,0,5,5,5,obama,compound,taliban,1. taliban,32.704161,69.467315,federally administered tribal areas
399,1,2016-02-22,shahidano dhand,kurram agency,2016,0,none,none,1,4,2,0,0,0,0,0,0,1,4,2,obama,house and vehicle,haqqani network,4. haqqani network,33.6656971,70.6284736,federally administered tribal areas
400,1,2016-05-21,dahl bandin,balochistan,2016,1,mullah akhtar mansour,"emir, taliban",2,2,2,0,0,0,0,0,0,2,2,2,obama,vehicle,taliban,1. taliban,28.948282,64.2718753,balochistan
401,1,2017-03-02,"sara khwa, kurram agency",south waziristan,2017,1,qari abdullah subari,senior taliban commander,2,2,2,0,0,0,0,0,0,2,2,2,trump,vehicle,taliban,1. taliban,32.2936111,70.1028113,federally administered tribal areas
402,1,2017-04-26,lawara mandi,north waziristan,2017,3,"abdur rahman, akhtar mohammad, and abdul raheem","rahman and mohammad, ""two militant commanders,"" and raheem, a ""key al-qaeda commander""",7,8,7,0,0,0,0,3,1,7,11,9,trump,house,taliban,1. taliban,33.1440818,70.0212442,federally administered tribal areas
403,1,2017-06-12,hangu district,khyber pakhtunkhwa,2017,1,identified as abubakar haqqani,a commander of taliban-affiliated haqqani network,1,3,2,0,2,1,0,1,0,1,6,3,trump,compound,haqqani network,4. haqqani network,33.4271716,70.6062492,khyber pakhtunkhwa
404,1,2017-07-03,marghalan,south waziristan,2017,1,pir agha,isis commander,4,4,4,0,0,0,0,0,0,4,4,4,trump,vehicle,isis,6. isis,32.2399893,69.4364008,federally administered tribal areas
405,1,2017-09-15,ghuz ghari,kurram agency,2017,0,none,none,3,3,3,0,0,0,0,0,0,3,3,3,trump,house,haqqani network,4. haqqani network,33.7006204,70.171567,federally administered tribal areas
406,1,2017-10-16,maqbal,kurram agency,2017,1,sangeen wali,a top commander of the haqqani network,4,20,12,0,0,0,0,0,0,4,20,12,trump,house,haqqani network,4. haqqani network,33.6920485,70.0474217,federally administered tribal areas
407,1,2017-11-30,unclear,kurram agency,2017,0,none,none,3,4,3,0,0,0,0,0,0,3,4,3,trump,compound,haqqani network,4. haqqani network,33.6905281,69.7671562,federally administered tribal areas
408,1,2017-12-26,"mata sangar, near ghuzgarhi",kurram agency,2017,1,"jamil-ud-din (rfe/rl), jamiuddin (reuters), juma khan (tolo)",haqqani commander,2,3,2,0,0,0,0,0,0,2,3,2,trump,vehicle,haqqani network,4. haqqani network,33.795036,69.9818372,federally administered tribal areas
409,1,2018-01-17,badshah kot,kurram agency,2018,0,none,none,0,0,0,0,0,0,0,0,0,0,0,0,trump,house,unclear,7. unclear,33.4616987,70.3628775,federally administered tribal areas
410,1,2018-01-24,speen thal dapa mamuzai,kurram agency,2018,2,ahsan khorai and nasir mehmood,haqqani commanders,2,3,2,0,0,0,0,0,0,2,3,2,trump,house,haqqani network,4. haqqani network,33.6901807,70.0272319,federally administered tribal areas
411,1,2018-02-08,gorwak,north waziristan,2018,0,none,none,3,7,5,0,0,0,0,0,0,3,7,5,trump,compound,haqqani network,4. haqqani network,32.8453688,69.4870511,federally administered tribal areas
412,1,2018-02-08,gorwak,north waziristan,2018,1,khalid mehsud,"the deputy commander of tehreek-e-taliban pakistan (ttp), alternatively referred to as khan said and khan said mehsud, and also known by his alias, sajna.",1,3,2,0,0,0,0,0,0,1,3,2,trump,unclear,taliban,1. taliban,32.8453688,69.4870511,federally administered tribal areas
413,1,2018-07-04,tor tangai,north waziristan,2018,1,qari abdullah dawar,chief commander of hafiz gul bahadur group of the pakistani taliban,1,2,1,0,0,0,0,0,0,1,2,1,trump,unclear,taliban,1. taliban,33.15,70.4333,federally administered tribal areas
